0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
15	75
1	68
0	0
6	113
0	0
7	73
0	0
0	159
13	69
0	0
4	2115
4	79
0	0
4	2
10	69
0	0
4	3
1	68
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
0	895
8	90
0	0
4	4000
0	0
4	2
14	99
0	0
5	3
5	108
0	0
11	73
2	95
12	122
0	0
8	92
3	92
0	0
9	107
0	0
14	99
0	92
0	0
5	107
15	75
0	0
6	113
0	0
0	1631
12	122
0	0
5	1770
3	92
0	0
9	107
0	0
0	92
0	0
15	75
6	114
12	122
7	73
0	0
3	92
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	69
0	0
0	2367
0	0
6	3590
7	73
0	0
13	69
0	0
6	3
4	80
0	0
10	69
1	68
11	73
2	96
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
5	107
0	0
0	3103
11	74
0	0
7	1364
2	95
0	0
8	91
0	0
7	3
0	0
14	99
5	108
15	75
0	0
11	73
6	115
0	0
2	96
12	123
10	69
15	75
1	68
0	0
6	114
0	0
12	123
7	74
0	0
3	92
13	69
0	0
4	78
0	0
0	3999
10	69
0	0
7	3142
1	67
0	0
8	2
0	0
7	72
0	0
13	69
4	78
14	98
0	0
10	69
5	107
0	0
1	67
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	639
14	98
0	0
8	926
5	107
0	0
8	2
11	73
0	0
8	3
2	95
0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
0	0
11	73
6	114
0	0
2	95
12	122
0	0
3	92
0	0
0	1375
9	106
0	0
9	2747
0	91
0	0
15	75
0	0
6	114
0	0
12	122
3	91
13	69
9	107
4	79
0	0
0	92
10	70
0	0
15	75
1	68
0	0
6	114
0	0
7	73
0	0
0	2111
13	69
0	0
10	530
4	79
0	0
10	69
0	0
1	68
0	0
7	72
8	91
0	0
13	69
0	0
4	79
14	99
0	0
10	70
5	107
0	0
1	68
11	72
0	0
2	95
0	0
0	2847
8	92
0	0
10	2375
0	0
10	2
14	99
0	0
5	107
0	0
11	72
2	95
12	122
8	91
3	93
0	0
9	107
12	122
7	72
0	0
3	91
13	69
0	0
9	107
4	80
0	0
0	92
10	69
0	0
1	67
0	0
0	3743
0	0
11	55
7	72
0	0
11	2
13	69
0	0
11	3
4	79
0	0
10	69
1	68
11	73
2	95
0	0
7	73
8	91
0	0
13	69
0	0
4	79
14	99
0	0
5	107
0	0
0	383
11	73
0	0
12	1884
2	96
0	0
8	91
0	0
0	0
14	98
5	107
15	74
11	73
6	114
0	0
2	95
12	122
0	0
8	91
3	92
0	0
9	107
0	0
0	91
0	0
0	1119
15	75
0	0
13	3698
6	114
0	0
13	2
12	122
0	0
3	92
0	0
9	107
0	92
10	70
15	74
1	68
0	0
6	114
0	0
12	122
7	72
0	0
3	92
13	68
0	0
4	79
0	0
0	1855
10	69
0	0
13	1490
1	68
0	0
0	0
7	73
0	0
13	69
4	79
14	98
10	70
5	107
0	0
1	68
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	2591
14	99
0	0
14	3362
5	107
0	0
11	73
0	0
14	3
2	95
0	0
8	91
9	107
0	3103
14	99
0	92
0	3263
5	107
15	74
0	0
12	122
7	73
0	0
3	91
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	68
0	0
0	415
0	0
0	1348
7	73
0	0
0	2
13	69
0	0
0	3
4	79
0	0
10	70
1	68
11	73
2	95
0	0
7	72
8	91
0	0
13	69
0	0
4	79
14	99
0	0
5	107
0	0
0	1151
11	74
0	0
1	3185
2	95
0	0
1	2
8	91
0	0
1	3
0	0
14	98
5	107
15	74
0	0
11	73
6	114
0	0
2	95
12	123
0	0
8	90
3	92
0	0
9	107
0	0
0	92
0	0
0	1887
15	74
0	0
1	859
6	114
0	0
1	2
12	123
0	0
3	92
0	0
9	107
0	92
10	69
15	74
1	68
0	0
6	114
0	0
12	122
7	72
0	0
3	92
13	68
0	0
4	78
0	0
0	2623
10	69
0	0
2	2707
1	68
0	0
2	2
0	0
2	3
7	72
0	0
13	69
4	79
14	99
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
7	73
8	91
0	0
0	0
0	3359
14	99
0	0
3	426
5	107
0	0
11	73
0	0
2	95
0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
15	75
1	68
0	0
6	113
0	0
7	73
0	0
0	159
13	69
0	0
4	2115
4	79
0	0
4	2
10	69
0	0
4	3
1	68
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
0	895
8	90
0	0
4	4000
0	0
4	2
14	99
0	0
5	3
5	108
0	0
11	73
2	95
12	122
0	0
8	92
3	92
0	0
9	107
0	0
14	99
0	92
0	0
5	107
15	75
0	0
6	113
0	0
0	1631
12	122
0	0
5	1770
3	92
0	0
9	107
0	0
0	92
0	0
15	75
6	114
12	122
7	73
0	0
3	92
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	69
0	0
0	2367
0	0
6	3590
7	73
0	0
13	69
0	0
6	3
4	80
0	0
10	69
1	68
11	73
2	96
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
5	107
0	0
0	3103
11	74
0	0
7	1364
2	95
0	0
8	91
0	0
7	3
0	0
14	99
5	108
15	75
0	0
11	73
6	115
0	0
2	96
12	123
10	69
15	75
1	68
0	0
6	114
0	0
12	123
7	74
0	0
3	92
13	69
0	0
4	78
0	0
0	3999
10	69
0	0
7	3142
1	67
0	0
8	2
0	0
7	72
0	0
13	69
4	78
14	98
0	0
10	69
5	107
0	0
1	67
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	639
14	98
0	0
8	926
5	107
0	0
8	2
11	73
0	0
8	3
2	95
0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
0	0
11	73
6	114
0	0
2	95
12	122
0	0
3	92
0	0
0	1375
9	106
0	0
9	2747
0	91
0	0
15	75
0	0
6	114
0	0
12	122
3	91
13	69
9	107
4	79
0	0
0	92
10	70
0	0
15	75
1	68
0	0
6	114
0	0
7	73
0	0
0	2111
13	69
0	0
10	530
4	79
0	0
10	69
0	0
1	68
0	0
7	72
8	91
0	0
13	69
0	0
4	79
14	99
0	0
10	70
5	107
0	0
1	68
11	72
0	0
2	95
0	0
0	2847
8	92
0	0
10	2375
0	0
10	2
14	99
0	0
5	107
0	0
11	72
2	95
12	122
8	91
3	93
0	0
9	107
12	122
7	72
0	0
3	91
13	69
0	0
9	107
4	80
0	0
0	92
10	69
0	0
1	67
0	0
0	3743
0	0
11	55
7	72
0	0
11	2
13	69
0	0
11	3
4	79
0	0
10	69
1	68
11	73
2	95
0	0
7	73
8	91
0	0
13	69
0	0
4	79
14	99
0	0
5	107
0	0
0	383
11	73
0	0
12	1884
2	96
0	0
8	91
0	0
0	0
14	98
5	107
15	74
11	73
6	114
0	0
2	95
12	122
0	0
8	91
3	92
0	0
9	107
0	0
0	91
0	0
0	1119
15	75
0	0
13	3698
6	114
0	0
13	2
12	122
0	0
3	92
0	0
9	107
0	92
10	70
15	74
1	68
0	0
6	114
0	0
12	122
7	72
0	0
3	92
13	68
0	0
4	79
0	0
0	1855
10	69
0	0
13	1490
1	68
0	0
0	0
7	73
0	0
13	69
4	79
14	98
10	70
5	107
0	0
1	68
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	2591
14	99
0	0
14	3362
5	107
0	0
11	73
0	0
14	3
2	95
0	0
8	91
9	107
0	3103
14	99
0	92
0	3263
5	107
15	74
13	69
9	107
4	80
15	2
0	92
10	69
15	3
15	75
1	68
15	2
6	114
0	3
7	73
0	0
0	191
13	68
0	0
0	400
4	79
0	0
10	70
0	0
1	68
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
0	927
8	91
0	0
0	2265
0	0
14	99
0	0
1	3
5	107
0	0
11	73
2	95
12	122
8	92
3	92
0	0
9	108
0	0
14	98
0	91
0	0
5	107
15	74
0	0
6	113
0	0
0	1663
12	122
0	0
1	41
3	92
0	0
9	107
0	0
0	91
0	0
15	75
6	114
0	0
12	123
7	72
0	0
3	92
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	67
0	0
0	2399
0	0
2	1899
7	72
0	0
13	69
0	0
2	3
4	79
0	0
10	69
1	68
11	73
0	0
2	95
0	0
7	72
8	91
0	0
13	68
0	0
4	79
14	99
0	0
5	107
0	0
0	3135
11	72
0	0
3	3772
2	95
0	0
8	91
0	0
3	3
0	0
14	98
5	107
15	75
0	3647
11	73
6	114
0	3807
2	95
12	122
0	0
12	122
7	73
0	0
3	91
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	68
0	0
0	415
0	0
0	1348
7	73
0	0
0	2
13	69
0	0
0	3
4	79
0	0
10	70
1	68
11	73
2	95
0	0
7	72
8	91
0	0
13	69
0	0
4	79
14	99
0	0
5	107
0	0
0	1151
11	74
0	0
1	3185
2	95
0	0
1	2
8	91
0	0
1	3
0	0
14	98
5	107
15	74
0	0
11	73
6	114
0	0
2	95
12	123
0	0
8	90
3	92
0	0
9	107
0	0
0	92
0	0
0	1887
15	74
0	0
1	859
6	114
0	0
1	2
12	123
0	0
3	92
0	0
9	107
0	92
10	69
15	74
1	68
0	0
6	114
0	0
12	122
7	72
0	0
3	92
13	68
0	0
4	78
0	0
0	2623
10	69
0	0
2	2707
1	68
0	0
2	2
0	0
2	3
7	72
0	0
13	69
4	79
14	99
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
7	73
8	91
0	0
0	0
0	3359
14	99
0	0
3	426
5	107
0	0
11	73
0	0
2	95
0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
15	75
1	68
0	0
6	113
0	0
7	73
0	0
0	159
13	69
0	0
4	2115
4	79
0	0
4	2
10	69
0	0
4	3
1	68
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
0	895
8	90
0	0
4	4000
0	0
4	2
14	99
0	0
5	3
5	108
0	0
11	73
2	95
12	122
0	0
8	92
3	92
0	0
9	107
0	0
14	99
0	92
0	0
5	107
15	75
0	0
6	113
0	0
0	1631
12	122
0	0
5	1770
3	92
0	0
9	107
0	0
0	92
0	0
15	75
6	114
12	122
7	73
0	0
3	92
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	69
0	0
0	2367
0	0
6	3590
7	73
0	0
13	69
0	0
6	3
4	80
0	0
10	69
1	68
11	73
2	96
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
5	107
0	0
0	3103
11	74
0	0
7	1364
2	95
0	0
8	91
0	0
7	3
0	0
14	99
5	108
15	75
0	0
11	73
6	115
0	0
2	96
12	123
10	69
15	75
1	68
0	0
6	114
0	0
12	123
7	74
0	0
3	92
13	69
0	0
4	78
0	0
0	3999
10	69
0	0
7	3142
1	67
0	0
8	2
0	0
7	72
0	0
13	69
4	78
14	98
0	0
10	69
5	107
0	0
1	67
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	639
14	98
0	0
8	926
5	107
0	0
8	2
11	73
0	0
8	3
2	95
0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
0	0
11	73
6	114
0	0
2	95
12	122
0	0
3	92
0	0
0	1375
9	106
0	0
9	2747
0	91
0	0
15	75
0	0
6	114
0	0
12	122
3	91
13	69
9	107
4	79
0	0
0	92
10	70
0	0
15	75
1	68
0	0
6	114
0	0
7	73
0	0
0	2111
13	69
0	0
10	530
4	79
0	0
10	69
0	0
1	68
0	0
7	72
8	91
0	0
13	69
0	0
4	79
14	99
0	0
10	70
5	107
0	0
1	68
11	72
0	0
2	95
0	0
0	2847
8	92
0	0
10	2375
0	0
10	2
14	99
0	0
5	107
0	0
11	72
2	95
12	122
8	91
3	93
0	0
9	107
12	122
7	72
0	0
3	91
13	69
0	0
9	107
4	80
0	0
0	92
10	69
0	0
1	67
0	0
0	3743
0	0
11	55
7	72
0	0
11	2
13	69
0	0
11	3
4	79
0	0
10	69
1	68
11	73
2	95
0	0
7	73
8	91
0	0
13	69
0	0
4	79
14	99
0	0
5	107
0	0
0	383
11	73
0	0
12	1884
2	96
0	0
8	91
0	0
0	0
14	98
5	107
15	74
11	73
6	114
0	0
2	95
12	122
0	0
8	91
3	92
0	0
9	107
0	0
0	91
0	0
0	1119
15	75
0	0
13	3698
6	114
0	0
13	2
12	122
0	0
3	92
0	0
9	107
0	92
10	70
15	74
1	68
0	0
6	114
0	0
12	122
7	72
0	0
3	92
13	68
0	0
4	79
0	0
0	1855
10	69
0	0
13	1490
1	68
0	0
0	0
7	73
0	0
13	69
4	79
14	98
10	70
5	107
0	0
1	68
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	2591
14	99
0	0
14	3362
5	107
0	0
11	73
0	0
14	3
2	95
0	0
8	91
9	107
0	3103
14	99
0	92
0	3263
5	107
15	74
13	69
9	107
4	80
15	2
0	92
10	69
15	3
15	75
1	68
15	2
6	114
0	3
7	73
0	0
0	191
13	68
0	0
0	400
4	79
0	0
10	70
0	0
1	68
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
0	927
8	91
0	0
0	2265
0	0
14	99
0	0
1	3
5	107
0	0
11	73
2	95
12	122
8	92
3	92
0	0
9	108
0	0
14	98
0	91
0	0
5	107
15	74
0	0
6	113
0	0
0	1663
12	122
0	0
1	41
3	92
0	0
9	107
0	0
0	91
0	0
15	75
6	114
0	0
12	123
7	72
0	0
3	92
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	67
0	0
0	2399
0	0
2	1899
7	72
0	0
13	69
0	0
2	3
4	79
0	0
10	69
1	68
11	73
0	0
2	95
0	0
7	72
8	91
0	0
13	68
0	0
4	79
14	99
0	0
5	107
0	0
0	3135
11	72
0	0
3	3772
2	95
0	0
8	91
0	0
3	3
0	0
14	98
5	107
15	75
0	3647
11	73
6	114
0	3807
2	95
12	122
10	70
0	4031
15	75
1	68
4	3794
6	114
0	255
12	122
7	72
4	3511
3	92
13	68
4	2
4	79
4	2
4	4019
10	70
4	2
4	3910
1	68
0	1247
7	72
5	3552
13	69
0	1599
4	79
14	99
5	53
10	69
5	107
5	4024
1	68
11	73
6	3913
2	95
6	3780
7	72
8	91
14	99
6	3
6	91
5	106
6	3
11	73
2	95
0	3263
8	91
7	387
9	107
0	3583
14	98
0	92
0	3743
5	106
15	75
7	56
11	73
6	114
7	4046
2	95
12	122
3	92
0	319
9	107
8	2
8	352
0	92
8	3
8	209
15	75
8	2
8	119
6	114
8	3
12	122
3	92
13	69
9	107
4	79
0	91
10	69
9	322
15	75
1	68
9	3
6	114
9	3
7	72
10	3
10	770
13	69
4	79
10	2
10	69
1	68
0	2783
0	2975
7	72
8	91
0	3135
13	69
0	3295
4	80
14	99
10	69
5	107
11	440
1	68
11	73
2	95
8	90
12	2
12	1573
14	98
5	107
0	543
11	73
2	95
12	122
8	92
3	92
9	107
0	0
12	122
7	73
0	0
3	91
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	68
0	0
0	415
0	0
0	1348
7	73
0	0
0	2
13	69
0	0
0	3
4	79
0	0
10	70
1	68
11	73
2	95
0	0
7	72
8	91
0	0
13	69
0	0
4	79
14	99
0	0
5	107
0	0
0	1151
11	74
0	0
1	3185
2	95
0	0
1	2
8	91
0	0
1	3
0	0
14	98
5	107
15	74
0	0
11	73
6	114
0	0
2	95
12	123
0	0
8	90
3	92
0	0
9	107
0	0
0	92
0	0
0	1887
15	74
0	0
1	859
6	114
0	0
1	2
12	123
0	0
3	92
0	0
9	107
0	92
10	69
15	74
1	68
0	0
6	114
0	0
12	122
7	72
0	0
3	92
13	68
0	0
4	78
0	0
0	2623
10	69
0	0
2	2707
1	68
0	0
2	2
0	0
2	3
7	72
0	0
13	69
4	79
14	99
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
7	73
8	91
0	0
0	0
0	3359
14	99
0	0
3	426
5	107
0	0
11	73
0	0
2	95
0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
15	75
1	68
0	0
6	113
0	0
7	73
0	0
0	159
13	69
0	0
4	2115
4	79
0	0
4	2
10	69
0	0
4	3
1	68
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
10	69
5	107
0	0
1	68
11	73
0	0
2	95
0	0
0	895
8	90
0	0
4	4000
0	0
4	2
14	99
0	0
5	3
5	108
0	0
11	73
2	95
12	122
0	0
8	92
3	92
0	0
9	107
0	0
14	99
0	92
0	0
5	107
15	75
0	0
6	113
0	0
0	1631
12	122
0	0
5	1770
3	92
0	0
9	107
0	0
0	92
0	0
15	75
6	114
12	122
7	73
0	0
3	92
13	69
0	0
9	107
4	79
0	0
0	92
10	69
0	0
1	69
0	0
0	2367
0	0
6	3590
7	73
0	0
13	69
0	0
6	3
4	80
0	0
10	69
1	68
11	73
2	96
0	0
7	73
8	91
0	0
13	69
0	0
4	80
14	99
0	0
5	107
0	0
0	3103
11	74
0	0
7	1364
2	95
0	0
8	91
0	0
7	3
0	0
14	99
5	108
15	75
0	0
11	73
6	115
0	0
2	96
12	123
10	69
15	75
1	68
0	0
6	114
0	0
12	123
7	74
0	0
3	92
13	69
0	0
4	78
0	0
0	3999
10	69
0	0
7	3142
1	67
0	0
8	2
0	0
7	72
0	0
13	69
4	78
14	98
0	0
10	69
5	107
0	0
1	67
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	639
14	98
0	0
8	926
5	107
0	0
8	2
11	73
0	0
8	3
2	95
0	0
8	91
9	107
0	0
14	98
0	92
0	0
5	107
15	75
0	0
11	73
6	114
0	0
2	95
12	122
0	0
3	92
0	0
0	1375
9	106
0	0
9	2747
0	91
0	0
15	75
0	0
6	114
0	0
12	122
3	91
13	69
9	107
4	79
0	0
0	92
10	70
0	0
15	75
1	68
0	0
6	114
0	0
7	73
0	0
0	2111
13	69
0	0
10	530
4	79
0	0
10	69
0	0
1	68
0	0
7	72
8	91
0	0
13	69
0	0
4	79
14	99
0	0
10	70
5	107
0	0
1	68
11	72
0	0
2	95
0	0
0	2847
8	92
0	0
10	2375
0	0
10	2
14	99
0	0
5	107
0	0
11	72
2	95
12	122
8	91
3	93
0	0
9	107
12	122
7	72
0	0
3	91
13	69
0	0
9	107
4	80
0	0
0	92
10	69
0	0
1	67
0	0
0	3743
0	0
11	55
7	72
0	0
11	2
13	69
0	0
11	3
4	79
0	0
10	69
1	68
11	73
2	95
0	0
7	73
8	91
0	0
13	69
0	0
4	79
14	99
0	0
5	107
0	0
0	383
11	73
0	0
12	1884
2	96
0	0
8	91
0	0
0	0
14	98
5	107
15	74
11	73
6	114
0	0
2	95
12	122
0	0
8	91
3	92
0	0
9	107
0	0
0	91
0	0
0	1119
15	75
0	0
13	3698
6	114
0	0
13	2
12	122
0	0
3	92
0	0
9	107
0	92
10	70
15	74
1	68
0	0
6	114
0	0
12	122
7	72
0	0
3	92
13	68
0	0
4	79
0	0
0	1855
10	69
0	0
13	1490
1	68
0	0
0	0
7	73
0	0
13	69
4	79
14	98
10	70
5	107
0	0
1	68
11	73
0	0
2	95
0	0
7	72
8	91
0	0
0	0
0	2591
14	99
0	0
14	3362
5	107
0	0
11	73
0	0
14	3
2	95
0	0
8	91
9	107
